nome_repositorio,url,estrelas,data_criacao,idade_em_dias,idade_em_anos,total_pull_requests,total_pull_requests_aceitas,total_releases,data_ultima_atualizacao,dias_desde_ultima_atualizacao,linguagem_primaria,linguagens,total_issues,issues_abertas,issues_fechadas,razao_issues_fechadas,media_prs_aceitas_linguagem,media_releases_linguagem,media_dias_desde_atualizacao_linguagem
pytorch/pytorch,https://github.com/pytorch/pytorch,102486,13/08/2016,3658,10.0,133014,6600,68,19/08/2026,0,CMake,"CMake, Python, Shell, C++, C, Objective-C, Cuda, Batchfile, Makefile, Objective-C++",60441,13893,46548,0.7701,10846.93,133.36,74.29
Anduin2017/HowToCook,https://github.com/Anduin2017/HowToCook,101898,29/02/2020,2363,6.5,905,645,5,17/08/2026,2,,,856,464,392,0.4579,1575.95,5.59,292.54
neovim/neovim,https://github.com/neovim/neovim,101867,31/01/2014,4583,12.6,25421,19665,54,19/08/2026,0,Shell,"Shell, CMake, Python, C, Lua, Makefile, Batchfile, Ruby, Roff, Vim Script",14492,1588,12904,0.8904,6587.32,101.51,68.88
fastapi/fastapi,https://github.com/fastapi/fastapi,101706,08/12/2018,2811,7.7,6249,3569,300,19/08/2026,0,Python,"Python, Shell, CSS, HTML, JavaScript",3544,1,3543,0.9997,4381.96,96.0,134.19
angular/angular,https://github.com/angular/angular,101006,18/09/2014,4353,11.9,37355,7376,691,19/08/2026,0,JavaScript,"JavaScript, HTML, CSS, Shell, TypeScript, Starlark, SCSS",30896,991,29905,0.9679,4153.66,207.36,93.73
ruanyf/weekly,https://github.com/ruanyf/weekly,100788,13/10/2018,2867,7.9,164,120,0,14/08/2026,5,,,10433,8740,1693,0.1623,1575.95,5.59,292.54
mtdvio/every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,100265,24/08/2017,3282,9.0,177,109,0,29/12/2025,233,,,47,16,31,0.6596,1575.95,5.59,292.54
JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,99214,04/04/2026,137,0.4,462,59,22,19/08/2026,0,Python,"Python, JavaScript, Shell, PowerShell, Go, HTML, TypeScript, CSS",353,168,185,0.5241,4381.96,96.0,134.19
ant-design/ant-design,https://github.com/ant-design/ant-design,99119,24/04/2015,4135,11.3,23075,18241,759,19/08/2026,0,HTML,"HTML, JavaScript, TypeScript, Shell, CSS, Less",32770,1014,31756,0.9691,2959.28,84.38,78.49
TauricResearch/TradingAgents,https://github.com/TauricResearch/TradingAgents,98948,28/12/2024,599,1.6,756,27,8,18/07/2026,32,Python,"Python, Dockerfile",455,183,272,0.5978,4381.96,96.0,134.19
mui/material-ui,https://github.com/mui/material-ui,98865,18/08/2014,4384,12.0,27053,22181,572,19/08/2026,0,JavaScript,"JavaScript, HTML, TypeScript, CSS",20514,1377,19137,0.9329,4153.66,207.36,93.73
nvbn/thefuck,https://github.com/nvbn/thefuck,97716,08/04/2015,4151,11.4,775,482,17,19/07/2024,761,Python,"Python, Shell, Dockerfile, Batchfile, PowerShell",790,307,483,0.6114,4381.96,96.0,134.19
tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,97288,06/10/2017,3239,8.9,4439,3476,307,14/08/2026,5,JavaScript,"JavaScript, CSS, HTML, TypeScript, Rust, Haml",4902,25,4877,0.9949,4153.66,207.36,93.73
florinpop17/app-ideas,https://github.com/florinpop17/app-ideas,96928,25/02/2019,2732,7.5,863,151,0,11/10/2025,312,,,201,148,53,0.2637,1575.95,5.59,292.54
microsoft/Web-Dev-For-Beginners,https://github.com/microsoft/Web-Dev-For-Beginners,96386,10/11/2020,2108,5.8,1207,689,0,05/08/2026,14,JavaScript,"JavaScript, HTML, CSS, Vue, Python",459,67,392,0.854,4153.66,207.36,93.73
hacksider/Deep-Live-Cam,https://github.com/hacksider/Deep-Live-Cam,96009,24/09/2023,1060,2.9,407,122,13,13/08/2026,5,Python,"Python, Batchfile",1178,22,1156,0.9813,4381.96,96.0,134.19
puppeteer/puppeteer,https://github.com/puppeteer/puppeteer,95464,09/05/2017,3388,9.3,7723,6212,701,19/08/2026,0,JavaScript,"JavaScript, CSS, HTML, TypeScript, Shell, Dockerfile, Go Template",7401,247,7154,0.9666,4153.66,207.36,93.73
oven-sh/bun,https://github.com/oven-sh/bun,95460,14/04/2021,1953,5.4,20801,9792,214,19/08/2026,0,JavaScript,"JavaScript, TypeScript, CSS, C, C++, HTML, Shell, Dockerfile, Perl, PowerShell",17556,3224,14332,0.8164,4153.66,207.36,93.73
ryanmcdermott/clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,94758,25/11/2016,3553,9.7,304,149,0,29/07/2024,751,JavaScript,JavaScript,247,81,166,0.6721,4153.66,207.36,93.73
microsoft/playwright,https://github.com/microsoft/playwright,94751,15/11/2019,2469,6.8,20864,17720,165,19/08/2026,0,JavaScript,"JavaScript, Shell, TypeScript, HTML, CSS, Batchfile, Objective-C, Makefile, CMake, C++",17819,141,17678,0.9921,4153.66,207.36,93.73
nvm-sh/nvm,https://github.com/nvm-sh/nvm,94655,15/04/2010,5970,16.4,1233,761,74,18/08/2026,1,Makefile,"Makefile, Shell, JavaScript, Dockerfile",2448,337,2111,0.8623,6824.34,158.88,82.6
iluwatar/java-design-patterns,https://github.com/iluwatar/java-design-patterns,94590,09/08/2014,4393,12.0,2513,1578,0,17/08/2026,1,Java,"Java, HTML, CSS, PowerShell, Shell",986,121,865,0.8773,1668.22,57.66,146.66
karpathy/autoresearch,https://github.com/karpathy/autoresearch,94158,06/03/2026,165,0.5,405,7,0,26/03/2026,146,Python,"Python, Jupyter Notebook",113,54,59,0.5221,4381.96,96.0,134.19
earendil-works/pi,https://github.com/earendil-works/pi,93747,09/08/2025,375,1.0,2859,912,255,19/08/2026,0,TypeScript,"TypeScript, JavaScript, Shell, CSS, HTML, C, PowerShell, Batchfile",5202,87,5115,0.9833,3951.0,209.41,39.23
punkpeye/awesome-mcp-servers,https://github.com/punkpeye/awesome-mcp-servers,92569,30/11/2024,627,1.7,11440,3391,0,17/08/2026,1,,,556,5,551,0.991,1575.95,5.59,292.54
deepseek-ai/DeepSeek-R1,https://github.com/deepseek-ai/DeepSeek-R1,92035,20/01/2025,576,1.6,59,10,1,27/06/2025,418,,,729,13,716,0.9822,1575.95,5.59,292.54
3b1b/manim,https://github.com/3b1b/manim,91722,22/03/2015,4168,11.4,988,702,13,18/08/2026,1,Python,"Python, WGSL",1237,462,775,0.6265,4381.96,96.0,134.19
thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,91259,31/08/2025,353,1.0,1466,509,307,19/08/2026,0,JavaScript,"JavaScript, TypeScript, Shell, HTML, Dockerfile",1934,24,1910,0.9876,4153.66,207.36,93.73
ruvnet/RuView,https://github.com/ruvnet/RuView,90955,07/06/2025,438,1.2,1064,405,287,19/08/2026,0,JavaScript,"JavaScript, Python, HTML, CSS, Shell, Mako, Rust, Makefile, CMake, C",469,34,435,0.9275,4153.66,207.36,93.73
storybookjs/storybook,https://github.com/storybookjs/storybook,90877,18/03/2016,3806,10.4,16774,13134,1000,19/08/2026,0,JavaScript,"JavaScript, Shell, TypeScript, HTML, Vue, CSS, Svelte, EJS, SCSS, Handlebars",14537,1576,12961,0.8916,4153.66,207.36,93.73
opencv/opencv,https://github.com/opencv/opencv,90505,19/07/2012,5144,14.1,17822,14059,69,19/08/2026,0,CMake,"CMake, C++, Cuda, Shell, C, Objective-C, Java, Python, Objective-C++, PowerShell",11639,2542,9097,0.7816,10846.93,133.36,74.29
louislam/uptime-kuma,https://github.com/louislam/uptime-kuma,90355,03/07/2021,1873,5.1,2703,1816,131,19/08/2026,0,HTML,"HTML, JavaScript, Vue, SCSS, TypeScript, PowerShell, Shell, Dockerfile, Go, C#",4932,708,4224,0.8564,2959.28,84.38,78.49
PanJiaChen/vue-element-admin,https://github.com/PanJiaChen/vue-element-admin,90206,17/04/2017,3411,9.3,636,311,49,24/10/2024,664,JavaScript,"JavaScript, HTML, Vue, CSS, Handlebars, SCSS",3613,1256,2357,0.6524,4153.66,207.36,93.73
home-assistant/core,https://github.com/home-assistant/core,89984,17/09/2013,4719,12.9,105301,90125,1000,19/08/2026,0,Python,"Python, Shell, Dockerfile, PLSQL, Jinja, JavaScript, TypeScript",73314,2862,70452,0.961,4381.96,96.0,134.19
bitcoin/bitcoin,https://github.com/bitcoin/bitcoin,89943,19/12/2010,5722,15.7,25093,16831,68,19/08/2026,0,Shell,"Shell, Python, Makefile, C++, C, HTML, Objective-C++, M4, Assembly, Scheme",9173,332,8841,0.9638,6587.32,101.51,68.88
Stirling-Tools/Stirling-PDF,https://github.com/Stirling-Tools/Stirling-PDF,89865,27/01/2023,1300,3.6,5403,4112,186,19/08/2026,0,Dockerfile,"Dockerfile, Java, CSS, HTML, JavaScript, Shell, Python, Gherkin, Rich Text Format, TypeScript",1862,365,1497,0.804,1947.39,130.55,56.58
mermaid-js/mermaid,https://github.com/mermaid-js/mermaid,89846,01/11/2014,4308,11.8,3777,2818,206,19/08/2026,0,JavaScript,"JavaScript, Yacc, HTML, Shell, TypeScript, CSS, Vue, Dockerfile, Mermaid, Langium",3782,1441,2341,0.619,4153.66,207.36,93.73
sherlock-project/sherlock,https://github.com/sherlock-project/sherlock,89824,24/12/2018,2795,7.7,1619,744,2,19/08/2026,0,Python,"Python, Dockerfile, Shell",1176,98,1078,0.9167,4381.96,96.0,134.19
modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers,89691,19/11/2024,638,1.7,3292,1228,27,18/08/2026,1,TypeScript,"TypeScript, JavaScript, Python, Dockerfile",1179,244,935,0.793,3951.0,209.41,39.23
microsoft/ML-For-Beginners,https://github.com/microsoft/ML-For-Beginners,89539,03/03/2021,1995,5.5,698,496,0,12/08/2026,7,Jupyter Notebook,"Jupyter Notebook, Python, CSS, HTML, JavaScript, Vue, Dockerfile",166,3,163,0.9819,257.0,7.23,134.46
vllm-project/vllm,https://github.com/vllm-project/vllm,89465,09/02/2023,1287,3.5,34783,20113,103,19/08/2026,0,Python,"Python, C++, Cuda, C, Shell, Dockerfile, CMake, Jinja, HCL, Rust",17420,2166,15254,0.8757,4381.96,96.0,134.19
gohugoio/hugo,https://github.com/gohugoio/hugo,89451,04/07/2013,4794,13.1,6748,3485,381,19/08/2026,0,Go,"Go, Shell, HTML, Dockerfile, CSS, JavaScript, Makefile, C, Go Template",8208,211,7997,0.9743,3162.76,209.72,80.52
nexu-io/open-design,https://github.com/nexu-io/open-design,89291,28/04/2026,113,0.3,4337,2876,28,19/08/2026,0,HTML,"HTML, JavaScript, TypeScript, CSS, Shell, Python, Astro, Dockerfile, Nix, Go Template",1790,442,1348,0.7531,2959.28,84.38,78.49
gin-gonic/gin,https://github.com/gin-gonic/gin,89082,16/06/2014,4446,12.2,2301,1248,29,15/08/2026,4,Go,"Go, Makefile",2401,604,1797,0.7484,3162.76,209.72,80.52
zed-industries/zed,https://github.com/zed-industries/zed,88894,20/02/2021,2006,5.5,31833,26449,1000,19/08/2026,0,Rust,"Rust, JavaScript, Metal, Shell, Procfile, Objective-C, Rich Text Format, Python, TypeScript, WGSL",22534,2515,20019,0.8884,4846.14,145.22,23.78
astral-sh/uv,https://github.com/astral-sh/uv,88890,02/10/2023,1052,2.9,11888,10144,303,19/08/2026,0,Rust,"Rust, Python, Shell, Nushell, PowerShell, Dockerfile, Jupyter Notebook, Batchfile, RenderScript, C",9231,2359,6872,0.7444,4846.14,145.22,23.78
infiniflow/ragflow,https://github.com/infiniflow/ragflow,88834,12/12/2023,981,2.7,10087,8505,53,19/08/2026,0,Python,"Python, TypeScript, JavaScript, Less, Dockerfile, Shell, CSS, HTML, Makefile, Go Template",7635,1307,6328,0.8288,4381.96,96.0,134.19
localsend/localsend,https://github.com/localsend/localsend,88742,16/12/2022,1342,3.7,984,732,26,19/08/2026,0,Kotlin,"Kotlin, Swift, Objective-C, Dart, CMake, C++, C, HTML, Ruby, Shell",1784,984,800,0.4484,748.29,116.29,13.0
ChatGPTNextWeb/NextChat,https://github.com/ChatGPTNextWeb/NextChat,88627,10/03/2023,1258,3.4,2733,912,77,11/08/2026,8,TypeScript,"TypeScript, JavaScript, SCSS, Dockerfile, Shell, Rust",3613,707,2906,0.8043,3951.0,209.41,39.23
addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,88585,15/02/2026,185,0.5,349,133,9,14/08/2026,5,Shell,"Shell, JavaScript, HTML, TypeScript, Python",136,55,81,0.5956,6587.32,101.51,68.88
MunGell/awesome-for-beginners,https://github.com/MunGell/awesome-for-beginners,88522,24/10/2015,3952,10.8,1830,484,0,25/07/2026,25,,,214,20,194,0.9065,1575.95,5.59,292.54
django/django,https://github.com/django/django,88479,28/04/2012,5226,14.3,21685,10691,0,19/08/2026,0,Python,"Python, CSS, JavaScript, Smarty, Procfile, Jinja, Shell",0,0,0,,4381.96,96.0,134.19
sveltejs/svelte,https://github.com/sveltejs/svelte,87978,20/11/2016,3559,9.8,8446,6786,635,19/08/2026,0,JavaScript,"JavaScript, TypeScript, Svelte, HTML, CSS",9173,961,8212,0.8952,4153.66,207.36,93.73
PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,87930,08/05/2020,2294,6.3,4029,3199,33,22/07/2026,28,Python,"Python, Makefile, C++, Shell, CMake, Dockerfile, Java, Cython, C, Cuda",10718,160,10558,0.9851,4381.96,96.0,134.19
syncthing/syncthing,https://github.com/syncthing/syncthing,87797,26/11/2013,4649,12.7,4805,2930,479,19/08/2026,0,Go,"Go, Shell, CSS, JavaScript, HTML, Batchfile, Dockerfile, Ruby, PowerShell",5961,358,5603,0.9399,3162.76,209.72,80.52
ByteByteGoHq/system-design-101,https://github.com/ByteByteGoHq/system-design-101,87332,18/09/2023,1066,2.9,56,23,0,04/04/2025,502,,,64,44,20,0.3125,1575.95,5.59,292.54
odysseus-dev/odysseus,https://github.com/odysseus-dev/odysseus,85742,31/05/2026,80,0.2,3482,1433,0,19/08/2026,0,Dockerfile,"Dockerfile, Python, Shell, JavaScript, HTML, CSS, TypeScript, PowerShell, Batchfile, Swift",2083,975,1108,0.5319,1947.39,130.55,56.58
OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,85189,22/06/2025,423,1.2,483,192,3,10/08/2026,9,TypeScript,"TypeScript, CSS, Rust",365,267,98,0.2685,3951.0,209.41,39.23
laravel/laravel,https://github.com/laravel/laravel,84825,08/06/2011,5551,15.2,5188,1710,227,18/08/2026,1,PHP,"PHP, Blade, JavaScript, CSS",0,0,0,,11131.0,338.0,2.4
macrozheng/mall,https://github.com/macrozheng/mall,84574,04/04/2018,3059,8.4,164,1,3,14/05/2026,97,Java,"Java, Shell, Dockerfile",506,12,494,0.9763,1668.22,57.66,146.66
OpenHands/OpenHands,https://github.com/OpenHands/OpenHands,84494,13/03/2024,889,2.4,11227,7507,133,19/08/2026,0,Shell,"Shell, TypeScript, JavaScript, Dockerfile, HTML, Go Template, CSS, Python",4533,286,4247,0.9369,6587.32,101.51,68.88
bregman-arie/devops-exercises,https://github.com/bregman-arie/devops-exercises,84155,03/10/2019,2512,6.9,444,309,0,27/12/2025,235,Shell,"Shell, Groovy, Python, HTML, HCL",108,37,71,0.6574,6587.32,101.51,68.88
DopplerHQ/awesome-interview-questions,https://github.com/DopplerHQ/awesome-interview-questions,84121,28/11/2015,3917,10.7,232,175,0,29/07/2024,751,,,61,27,34,0.5574,1575.95,5.59,292.54
realworld-apps/realworld,https://github.com/realworld-apps/realworld,84108,26/02/2016,3827,10.5,930,435,0,13/08/2026,5,Shell,"Shell, TypeScript, Makefile, Hurl, Bru, CSS, JavaScript, Python",549,26,523,0.9526,6587.32,101.51,68.88
koala73/worldmonitor,https://github.com/koala73/worldmonitor,83185,08/01/2026,223,0.6,5205,4626,43,19/08/2026,0,HTML,"HTML, TypeScript, CSS, JavaScript, Rust, Shell, Makefile, NSIS, Dockerfile, Astro",1629,244,1385,0.8502,2959.28,84.38,78.49
Developer-Y/cs-video-courses,https://github.com/Developer-Y/cs-video-courses,83125,21/10/2016,3589,9.8,342,283,0,07/07/2026,43,,,0,0,0,,1575.95,5.59,292.54
animate-css/animate.css,https://github.com/animate-css/animate.css,82738,12/10/2011,5425,14.9,939,315,22,29/07/2024,751,CSS,"CSS, JavaScript, HTML, Shell",886,43,843,0.9515,983.25,101.42,156.17
junegunn/fzf,https://github.com/junegunn/fzf,82583,23/10/2013,4683,12.8,1203,687,84,17/08/2026,2,Makefile,"Makefile, Go, Ruby, Shell, Dockerfile, PowerShell, Vim Script, Assembly, Nushell",3205,266,2939,0.917,6824.34,158.88,82.6
fighting41love/funNLP,https://github.com/fighting41love/funNLP,82547,21/08/2018,2920,8.0,34,14,0,10/05/2024,831,Python,Python,92,44,48,0.5217,4381.96,96.0,134.19
vitejs/vite,https://github.com/vitejs/vite,82412,21/04/2020,2311,6.3,8950,6608,713,19/08/2026,0,JavaScript,"JavaScript, TypeScript, Vue, HTML, CSS, SCSS, Less, Svelte, Stylus, Shell",8794,496,8298,0.9436,4153.66,207.36,93.73
tonsky/FiraCode,https://github.com/tonsky/FiraCode,81934,11/11/2014,4299,11.8,211,145,29,28/07/2026,22,Clojure,"Clojure, CSS, HTML, Shell, PureBasic, Python, Dockerfile, Makefile",1387,422,965,0.6957,3539.5,57.0,11.0
mlabonne/llm-course,https://github.com/mlabonne/llm-course,81837,17/06/2023,1158,3.2,38,2,0,05/02/2026,195,,,99,66,33,0.3333,1575.95,5.59,292.54
lobehub/lobehub,https://github.com/lobehub/lobehub,81827,21/05/2023,1186,3.2,10405,7890,1000,19/08/2026,0,JavaScript,"JavaScript, TypeScript, Dockerfile, MDX, TeX, Shell, HTML, PLpgSQL, Gherkin, CSS",6401,299,6102,0.9533,4153.66,207.36,93.73
jesseduffield/lazygit,https://github.com/jesseduffield/lazygit,81472,19/05/2018,3014,8.3,2636,2046,186,19/08/2026,0,Go,"Go, Shell, Dockerfile, Makefile, Nix, Just",2698,855,1843,0.6831,3162.76,209.72,80.52
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot,81324,19/10/2012,5052,13.8,7732,200,352,17/08/2026,2,Java,"Java, Smarty, HTML, Groovy, Shell, Ruby, CSS, JavaScript, Batchfile, Kotlin",42943,524,42419,0.9878,1668.22,57.66,146.66
bytedance/deer-flow,https://github.com/bytedance/deer-flow,80335,07/05/2025,469,1.3,2869,1776,1,19/08/2026,0,Makefile,"Makefile, Shell, Python, JavaScript, TypeScript, CSS, Dockerfile, HTML, Batchfile, MDX",1873,542,1331,0.7106,6824.34,158.88,82.6
TapXWorld/ChinaTextbook,https://github.com/TapXWorld/ChinaTextbook,80285,05/01/2020,2418,6.6,41,1,0,18/10/2025,305,Roff,Roff,190,110,80,0.4211,1.0,0.0,305.0
netdata/netdata,https://github.com/netdata/netdata,80231,17/06/2013,4811,13.2,14618,12923,138,19/08/2026,0,Shell,"Shell, C, C++, HTML, JavaScript, Makefile, CMake, Python, POV-Ray SDL, Dockerfile",8308,191,8117,0.977,6587.32,101.51,68.88
swisskyrepo/PayloadsAllTheThings,https://github.com/swisskyrepo/PayloadsAllTheThings,80183,18/10/2016,3592,9.8,749,560,5,09/08/2026,10,PHP,"PHP, Python, HTML, Shell, Ruby, Jupyter Notebook, JavaScript, XSLT, ASP.NET, Classic ASP",0,0,0,,11131.0,338.0,2.4
hoppscotch/hoppscotch,https://github.com/hoppscotch/hoppscotch,80058,21/08/2019,2555,7.0,3443,2140,107,16/08/2026,3,JavaScript,"JavaScript, Vue, Dockerfile, Shell, SCSS, TypeScript, HTML, Handlebars, Rust, Nix",2505,567,1938,0.7737,4153.66,207.36,93.73
Egonex-AI/Understand-Anything,https://github.com/Egonex-AI/Understand-Anything,79829,15/03/2026,157,0.4,366,123,8,11/08/2026,8,TypeScript,"TypeScript, HTML, CSS, JavaScript, Astro, Python, PowerShell, Shell",243,108,135,0.5556,3951.0,209.41,39.23
anuraghazra/github-readme-stats,https://github.com/anuraghazra/github-readme-stats,79828,09/07/2020,2232,6.1,3008,1569,0,31/07/2026,19,JavaScript,"JavaScript, Shell",1395,168,1227,0.8796,4153.66,207.36,93.73
d2l-ai/d2l-zh,https://github.com/d2l-ai/d2l-zh,79806,23/08/2017,3283,9.0,1408,1019,16,30/07/2024,750,Python,"Python, HTML, TeX, Shell",0,0,0,,4381.96,96.0,134.19
doocs/advanced-java,https://github.com/doocs/advanced-java,79067,06/10/2018,2874,7.9,145,94,1,25/06/2026,55,Java,Java,149,0,149,1.0,1668.22,57.66,146.66
Z4nzu/hackingtool,https://github.com/Z4nzu/hackingtool,79031,11/04/2020,2321,6.4,167,59,0,02/08/2026,17,Shell,"Shell, Python, Dockerfile, Makefile",524,118,406,0.7748,6587.32,101.51,68.88
coder/code-server,https://github.com/coder/code-server,78951,27/02/2019,2730,7.5,2279,1750,253,19/08/2026,0,TypeScript,"TypeScript, HTML, CSS, Dockerfile, Shell, Mustache, HCL, JavaScript, Nix",3865,148,3717,0.9617,3951.0,209.41,39.23
paperclipai/paperclip,https://github.com/paperclipai/paperclip,78887,02/03/2026,170,0.5,8653,1779,20,19/08/2026,0,Dockerfile,"Dockerfile, TypeScript, JavaScript, Shell, HTML, CSS, HCL, Go, PLpgSQL, C",2874,2101,773,0.269,1947.39,130.55,56.58
ventoy/Ventoy,https://github.com/ventoy/Ventoy,78821,10/03/2020,2353,6.4,594,302,115,06/08/2026,13,C,"C, Shell, Assembly, C++, Roff, Makefile, Dockerfile, HTML, CSS, JavaScript",2831,896,1935,0.6835,1636.36,71.09,40.09
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai,78707,09/05/2024,832,2.3,669,224,20,19/08/2026,0,Python,"Python, Dockerfile, JavaScript, Shell",1019,35,984,0.9657,4381.96,96.0,134.19
Leonxlnx/taste-skill,https://github.com/Leonxlnx/taste-skill,78166,19/02/2026,180,0.5,45,8,0,17/08/2026,1,Shell,"Shell, JavaScript",41,29,12,0.2927,6587.32,101.51,68.88
awesomedata/awesome-public-datasets,https://github.com/awesomedata/awesome-public-datasets,78148,20/11/2014,4290,11.8,376,188,1,04/08/2026,15,,,131,82,49,0.374,1575.95,5.59,292.54
opendatalab/MinerU,https://github.com/opendatalab/MinerU,77990,29/02/2024,902,2.5,1786,1539,186,19/08/2026,0,Python,"Python, Dockerfile",2339,54,2285,0.9769,4381.96,96.0,134.19
elastic/elasticsearch,https://github.com/elastic/elasticsearch,77844,08/02/2010,6036,16.5,109726,95565,260,19/08/2026,0,Shell,"Shell, Python, Java, HTML, Groovy, Batchfile, Emacs Lisp, FreeMarker, ANTLR, Dockerfile",46999,4657,42342,0.9009,6587.32,101.51,68.88
tensorflow/models,https://github.com/tensorflow/models,77651,05/02/2016,3848,10.5,3894,2345,51,17/08/2026,1,Python,"Python, C++, Shell, Jupyter Notebook, Dockerfile, Starlark, HTML, JavaScript, SCSS, CSS",7322,1075,6247,0.8532,4381.96,96.0,134.19
dair-ai/Prompt-Engineering-Guide,https://github.com/dair-ai/Prompt-Engineering-Guide,77598,16/12/2022,1342,3.7,514,342,0,11/03/2026,161,Jupyter Notebook,"Jupyter Notebook, CSS, TypeScript, JavaScript, MDX, HTML",255,181,74,0.2902,257.0,7.23,134.46
nomic-ai/gpt4all,https://github.com/nomic-ai/gpt4all,77404,27/03/2023,1241,3.4,1206,938,38,27/05/2025,449,Python,"Python, Shell, CMake, C++, Qt Script, C, QML, CSS, Makefile, JavaScript",2224,730,1494,0.6718,4381.96,96.0,134.19
